972 0
287 3
1617 0
971 0
2065 4
413 1
286 3
34 0
285 3
1624 0
1217 0
881 0
460 0
481 0
882 0
146 0
82 0
203 0
482 0
859 0
140 0
27 0
28 0
973 0
861 0
644 0
1225 0
35 0
462 1
419 0
350 3
824 0
33 0
2000 4
546 0
132 0
1232 0
196 0
930 0
923 0
1610 0
195 0
833 0
26 0
931 0
539 0
154 2
1218 0
922 0
420 0
1609 0
538 0
432 0
497 2
441 2
1224 0
41 2
97 2
866 0
83 0
867 0
418 0
531 0
98 2
530 0
805 1
1266 0
77 0
293 3
84 0
1265 0
433 0
40 2
182 0
1267 0
1203 0
868 0
180 0
1616 0
1715 0
1281 0
21 1
42 2
1204 0
860 0
1657 0
532 0
19 0
1673 0
139 0
595 0
1372 0
426 0
636 0
434 0
1371 0
573 0
574 0
20 0
2400 4
440 2
138 0
469 0
427 0
62 1
2008 4
832 0
1216 0
1085 3
1658 0
342 3
1771 0
1258 0
118 0
425 0
938 0
124 0
1659 0
1259 0
825 0
117 0
61 0
1714 0
189 0
2114 4
68 0
1314 0
119 1
1316 0
63 1
915 0
245 0
572 0
181 0
1202 0
2408 4
630 0
693 3
448 2
468 0
629 0
294 3
126 0
405 1
517 0
580 0
516 0
2401 4
7 1
406 1
1722 0
2457 4
804 0
579 0
105 2
244 0
489 0
874 0
6 1
1379 0
125 0
1260 0
873 0
518 0
1315 0
803 0
490 0
1029 0
1209 0
76 0
236 0
826 0
875 0
343 3
237 0
1028 0
637 0
1210 0
238 0
917 0
301 3
56 2
5 1
2800 4
588 0
581 0
524 0
525 0
48 2
812 0
399 3
187 0
230 0
2001 4
188 0
252 0
1602 0
70 1
810 0
411 0
924 0
475 0
1323 0
14 1
587 0
1601 0
1608 0
523 0
131 0
987 0
818 0
75 0
231 0
175 0
811 0
1603 0
12 0
412 0
13 1
742 3
229 0
461 0
2002 4
1330 0
1211 0
628 0
1036 0
2009 4
483 0
49 2
819 0
2016 4
980 0
467 0
889 0
916 0
1666 0
2058 4
147 0
817 0
1665 0
1322 0
90 0
474 0
840 2
685 3
91 0
979 0
1428 0
1273 0
2057 4
173 0
686 3
476 0
1274 0
89 0
133 0
404 0
174 0
69 0
