31247615 2
30762190 826
24637342 407
6420423 1183
5242227 592
297582 698
25470795 1009
5493711 534
297476 1500
25726572 942
1128503 681
309239 5
6610308 493
24648562 403
5548383 1228
24345347 467
6381315 1194
13699 789
1142060 1445
6621667 1153
5303309 553
24639740 1028
24587484 419
1193906 1410
30723602 830
5292086 1315
24588023 416
24344851 1136
1425292 608
30712271 838
24395071 444
297968 697
306390 693
5253382 574
5294999 1299
29836017 332
6662583 1148
5303198 555
30955035 817
64050 753
25522935 975
24408734 431
55316 1568
29877006 331
30963950 816
52807 775
1425404 1360
6370504 1209
5494362 1254
6368084 1221
1371253 1400
25522506 378
25470684 1012
5494255 1255
1373148 621
6431582 1173
6612835 489
1381980 1384
30963838 1
5303221 554
5496132 1252
25473100 1000
6621579 1154
6612752 1159
1139643 662
13811 1587
295571 703
25524811 376
30762102 827
298079 697
257072 1513
24585194 425
11906 792
668 9
6433459 1172
254568 1526
29582522 358
25715352 950
1382495 615
24599252 1040
68979 6
24596855 1046
24396994 439
6367563 520
256467 714
243320 740
5303718 552
5535239 525
29637198 885
1139620 663
24394681 446
295664 1504
5537163 1236
5253879 572
11799 795
1183068 1425
1130928 8
24394574 449
1193799 1411
1434124 1357
6422216 1181
30764499 824
25534163 964
5294892 1301
1139751 1454
29634368 342
5548494 1228
0 94137
25481927 990
30964359 816
24637319 408
6367674 517
30952615 820
30764610 824
6378918 1202
1180243 1440
25715329 951
5294911 1300
29584923 352
25713447 370
254154 721
25470251 398
24354198 1120
6610439 1166
1434751 1354
6673918 3
1142152 1444
30721702 831
24408330 1076
55223 763
25713535 370
25472560 391
24356595 1110
5242636 589
1182552 1431
5496238 530
25776518 935
1437060 4
5546483 1229
30762213 826
30709846 328
29634238 344
24395178 442
308718 691
30710347 326
5242251 1345
5493823 1259
29879943 852
5548903 5
29582638 925
6610420 1167
29634865 341
242911 10
1422899 611
6381338 1194
1139727 661
14220 1584
25533749 375
30966259 816
1436540 4
24408218 431
311636 5
29877634 853
5535263 1240
5483115 1274
1422987 610
25767584 936
29593862 905
1180739 646
361471 5
29593769 347
29879423 852
775 9
5294887 557
6420335 1184
30721205 832
30710478 841
6663079 487
30952596 821
1191467 1419
1436563 4
6663103 1146
29877527 853
25724174 368
30953116 818
1373557 620
5496155 1251
66447 747
29825267 334
30963862 816
29647901 339
30762710 825
25726683 942
30712768 836
1180651 647
29827172 867
24596334 413
1194292 1409
29582006 364
5546074 1230
29593341 348
1191982 636
29827687 333
24598732 1043
6610852 1163
309215 5
24648586 1022
30953223 818
25767603 936
1142059 656
25481517 384
30723495 830
5253903 1320
1180763 1434
3084 8
24637863 1031
25713452 954
6422215 496
25522414 379
295166 706
5303310 1294
30712355 837
24640255 404
66062 1551
25713038 371
6623972 1151
6612747 489
29879446 852
6422239 1180
24395202 1100
5253995 1319
254655 717
1373668 620
29836514 332
5292085 566
5306135 1284
6420422 497
24596442 1049
5303333 1293
1184 9
5485511 536
30721070 324
308723 1480
29582615 926
5504 8
5294478 558
24353654 462
24648697 1021
30721591 831
25522934 377
24355986 454
24585691 421
29877007 856
6431558 495
5292602 1309
1382388 615
29595650 346
29582094 362
29634889 890
5303719 1291
24637343 1037
24405933 1084
29888273 851
25768100 936
29824858 335
1434142 607
30712378 837
24356614 7
30712266 325
25525331 376
24596850 411
6621555 488
24342951 9
24397603 1090
30762101 323
25470767 393
29646113 880
6663084 1146
2564384 4
1370751 629
5294998 557
5240346 597
118814 6
1180628 648
29584426 354
29634345 342
24405817 434
29836538 859
29637179 885
297559 698
25776927 935
257071 712
24397515 1091
1373171 621
24356483 452
24397487 437
29595674 902
6613245 1157
5546506 1229
29584514 353
6433458 495
25715347 369
2563 10
5294483 1304
31004851 2
24637970 1030
24406430 1080
5242139 594
254567 718
25524927 970
25481387 386
295659 702
30762083 828
63641 756
66563 6
1182640 1429
25472579 390
24354082 458
6610829 1164
1130816 672
29593751 907
6379415 1198
