5294916 1300
31247615 1
30762190 323
3085 8
6420423 497
25724788 943
256580 1517
24703759 5
25470795 393
2270016 7
297476 699
25726572 368
309239 5
56474979 2
5548383 523
1180764 9
69500 6
30966780 816
6381315 502
36192799 1
1183161 1424
30712360 837
1142060 656
1382004 1383
6621667 488
30721619 831
6674030 3
29634890 890
1193906 635
24639740 404
30723602 324
5292086 10
1679420 4
29827303 865
24344851 10
30712271 325
55294990 1
48698902 7
5294999 557
1130929 8
26021596 4
6662583 487
25765796 937
30955035 1
36244558 2
24637864 1031
1459035 4
25522935 377
30721726 831
30712379 837
55316 762
6673812 3
30963950 1
1425404 608
29647926 879
30721099 833
6370504 508
306824 1484
5494362 531
6368084 514
5242795 8
30776267 823
1371253 625
14439 7
5546507 1229
24598844 1041
25470684 394
5494255 531
31490384 2
5549424 5
31299871 2
6431582 495
1381980 616
30963838 1
5240463 9
5496132 530
1382501 1379
25525444 969
29646114 880
25473100 388
6612752 489
6621579 488
1437061 4
25768124 936
4984 10
30762604 825
13811 10
5535352 1239
30762102 323
1436549 4
257072 712
25534271 964
29877142 854
29836130 860
668 9
1373697 8
6433459 495
25724291 944
254568 718
25715352 369
3093 8
66560 6
5254019 7
11913499 3
55358382 2
24599252 410
118815 6
68979 6
24596855 411
1189 9
5545991 1231
552096 5
243433 9
78327 6
29637198 340
25481523 993
66782 6
309332 5
24599276 1040
295664 702
30952731 819
5537163 524
25724268 944
29879539 852
3200 8
1183068 641
30723496 830
1384921 1374
32080459 1
1130928 8
297997 1494
1193799 635
1434124 607
25483832 986
24342952 9
6422216 496
25534163 375
30764499 323
6370612 1208
31007379 2
30964471 816
1142176 7
5294892 557
7804072 3
366 10
24395207 9
1139751 661
25768105 936
30966283 816
5548494 523
19168 7
25481927 383
29890671 851
30964359 1
171 10
24342454 10
6665115 1145
30952615 1
25713564 953
30764610 323
6378918 504
30762107 827
29879428 852
1180243 10
5294911 557
25715329 369
25724677 943
25533667 966
30963974 816
6610439 491
24354198 457
1434751 607
6673918 3
24356726 7
320468 5
24650988 1019
1142152 656
30963955 816
295688 9
25533778 965
30721702 324
24408330 431
24599364 1040
5240872 9
5303854 1289
6381232 1195
30953228 818
24356595 452
1182552 643
1133349 8
25713044 957
25776518 367
29877031 855
1437060 4
25765708 937
5546483 523
29596195 900
30762213 323
6420447 1183
5534855 1243
29645598 881
14332 7
1129029 9
5493823 532
5242251 10
29879943 331
5548903 5
29582638 357
6379443 1198
6610420 491
1438961 4
31007272 2
30953632 1
11913518 3
25715957 948
1439072 4
24649218 1020
242911 10
1679332 4
5537252 1235
5256435 7
6381338 502
6422737 1178
25765188 939
25524947 970
3108 8
14220 783
25790075 4
30966259 1
5549015 5
1436540 4
25776542 935
311636 5
29877634 331
64167 9
5535263 525
25767584 367
5483115 541
25715460 949
29593862 347
6613250 1157
361471 5
8044420 3
29879423 331
1434259 1355
29838550 858
775 9
6420335 497
6916576 3
24408759 1075
24588029 1056
298104 1493
5496244 1250
1434148 1356
5496676 1249
30721205 324
24408958 6
25776523 935
25724180 945
1425428 1360
30710478 326
25522531 978
29877551 853
29648423 879
30952596 1
257100 7
1196824 6
1191467 637
13041339 3
1436563 4
6663103 487
29877527 331
25525467 969
6685166 3
1384424 1375
1425948 1359
30953116 1
551985 5
5496155 530
30963862 1
2616640 4
30762710 323
29634374 894
30712768 325
30712788 836
25726683 368
24342431 10
29585059 8
32132692 2
29827172 333
7801652 3
259516 7
1194292 635
25779348 4
5546074 523
30775770 823
29888771 851
25536083 963
148 10
24598732 410
6610852 490
29645617 881
52510 10
309215 5
24648586 403
30953223 1
29838420 858
1425925 1359
25767603 367
6612753 1159
36296790 2
79637166 1
25470796 9
25765685 937
30723495 324
24649199 1020
29637199 885
799 9
6368196 9
5253903 572
29584948 916
322884 5
309760 5
6673831 3
1180763 646
24637863 405
3084 8
25713452 370
2564389 4
36246955 2
5303310 553
30712355 325
563232 5
24588140 8
31057214 2
31009688 2
5496764 1249
6623972 488
66062 748
29879446 331
6422239 496
6612860 1158
24395202 442
669 9
5253995 572
29596302 7
5306135 551
24596442 412
5303333 553
1184 9
5494363 1254
36192283 1
2587 10
308723 691
29582615 357
29891191 5
10788591 5
5504 8
24648697 403
30721591 324
30764523 824
6927823 3
29877007 331
1296 9
361495 5
5292602 562
29648446 879
5548407 1228
29634889 341
31004871 2
1193907 1410
14351 7
30710460 841
5303719 552
24637343 407
24405933 433
29888273 331
24587620 1059
311641 5
25768100 367
30955537 817
1128620 9
24408851 6
30773958 823
25727204 942
30712378 325
24356614 7
31247616 2
32135112 2
29647907 879
5239942 10
25523047 974
24342951 9
29827716 864
24397603 437
36244646 2
67084 6
29646113 339
6663084 487
41484222 2
2564384 4
6674328 3
118814 6
1434236 1355
31250036 2
6621580 1154
6370505 1209
77807 6
32184947 2
29836538 332
6431583 1173
29637179 340
55347139 2
24637455 1034
25776927 367
24397515 437
30762623 825
6610444 1166
2575632 4
5308667 6
24397627 8
29595674 346
6613245 489
25534164 964
243953 9
5546506 523
361992 5
2563 10
31004851 1
107595 8
5294483 558
6662699 1147
3605 8
24637970 405
55340 8
24406430 432
25524927 376
24347792 8
6610960 1162
53031 9
1438984 4
30762083 323
25579 7
31057103 2
37372379 2
29888794 851
66563 6
1182640 642
1183073 1425
